,Unnamed: 0,Date,Gender,Age,Product Category,Quantity,Price per Unit,Total Amount
512,512,19-09-2023,Male,24,Electronics,4,25,100
513,513,01-03-2023,Female,18,Electronics,1,300,300
514,514,17-07-2023,Female,49,Clothing,3,300,900
515,515,23-10-2023,Male,30,Beauty,4,25,100
516,516,08-04-2023,Female,47,Clothing,4,25,100
517,517,11-05-2023,Female,40,Clothing,1,30,30
518,518,23-01-2023,Female,36,Electronics,4,30,120
519,519,29-12-2023,Female,49,Electronics,4,25,100
520,520,12-08-2023,Female,47,Clothing,4,30,120
521,521,01-01-2023,Male,46,Beauty,3,500,1500
522,522,24-09-2023,Female,62,Electronics,1,300,300
523,523,03-10-2023,Male,46,Beauty,4,300,1200
524,524,18-12-2023,Female,47,Beauty,2,25,50
525,525,10-12-2023,Male,33,Clothing,2,50,100
526,526,11-04-2023,Male,57,Clothing,2,25,50
527,527,06-07-2023,Female,36,Clothing,2,30,60
528,528,09-08-2023,Female,35,Clothing,3,50,150
529,529,05-02-2023,Female,18,Electronics,4,30,120
530,530,07-12-2023,Male,31,Electronics,1,500,500
531,531,19-06-2023,Female,64,Clothing,4,30,120
532,532,16-11-2023,Male,19,Electronics,3,500,1500
533,533,10-06-2023,Male,45,Clothing,2,500,1000
534,534,06-12-2023,Male,47,Beauty,3,30,90
535,535,05-03-2023,Female,55,Beauty,4,30,120
536,536,03-06-2023,Female,21,Beauty,1,500,500
537,537,17-09-2023,Male,18,Clothing,3,50,150
538,538,08-06-2023,Male,25,Beauty,1,500,500
539,539,08-12-2023,Female,46,Electronics,3,300,900
540,540,29-07-2023,Male,56,Beauty,1,500,500
541,541,17-06-2023,Female,20,Beauty,1,50,50
542,542,26-07-2023,Male,49,Beauty,2,300,600
543,543,23-12-2023,Female,27,Electronics,1,25,25
544,544,01-06-2023,Male,27,Clothing,2,25,50
545,545,11-10-2023,Female,36,Electronics,4,50,200
546,546,07-03-2023,Male,63,Clothing,4,500,2000
547,547,09-04-2023,Female,51,Clothing,2,30,60
548,548,04-08-2023,Female,50,Beauty,2,50,100
549,549,07-12-2023,Male,40,Clothing,3,300,900
550,550,14-07-2023,Male,45,Electronics,3,300,900
551,551,13-12-2023,Female,49,Electronics,3,25,75
552,552,31-03-2023,Male,24,Clothing,4,300,1200
553,553,12-11-2023,Female,46,Beauty,3,50,150
554,554,19-10-2023,Male,25,Beauty,1,300,300
555,555,04-06-2023,Female,18,Electronics,1,50,50
556,556,27-07-2023,Female,20,Beauty,3,30,90
557,557,08-10-2023,Female,41,Clothing,1,25,25
558,558,01-01-2023,Female,40,Clothing,4,300,1200
559,559,05-06-2023,Female,25,Electronics,1,50,50
560,560,27-05-2023,Female,64,Clothing,4,500,2000
561,561,18-04-2023,Male,54,Electronics,2,25,50
562,562,09-08-2023,Male,20,Clothing,2,30,60
563,563,24-10-2023,Male,50,Electronics,2,50,100
564,564,07-11-2023,Female,45,Beauty,2,30,60
565,565,02-12-2023,Female,64,Clothing,1,30,30
566,566,14-06-2023,Female,25,Clothing,3,300,900
567,567,27-08-2023,Female,51,Electronics,1,300,300
568,568,15-08-2023,Male,52,Electronics,4,50,200
569,569,15-08-2023,Male,49,Clothing,1,500,500
570,570,12-12-2023,Female,41,Electronics,1,50,50
571,571,20-04-2023,Male,31,Clothing,4,500,2000
572,572,19-09-2023,Male,49,Beauty,2,30,60
573,573,31-08-2023,Female,63,Electronics,2,25,50
574,574,28-03-2023,Male,60,Clothing,2,50,100
575,575,04-12-2023,Female,33,Beauty,3,50,150
576,576,13-02-2023,Male,21,Beauty,4,500,2000
577,577,26-05-2023,Female,54,Clothing,4,30,120
578,578,21-09-2023,Female,38,Electronics,1,30,30
579,579,06-12-2023,Female,31,Clothing,3,500,1500
580,580,21-11-2023,Female,48,Beauty,2,30,60
581,581,14-11-2023,Male,35,Clothing,3,300,900
582,582,21-06-2023,Female,24,Electronics,4,25,100
583,583,17-02-2023,Female,27,Beauty,4,50,200
584,584,01-05-2023,Female,24,Clothing,1,25,25
585,585,11-12-2023,Male,50,Electronics,1,50,50
586,586,08-06-2023,Female,40,Beauty,4,300,1200
587,587,26-04-2023,Male,38,Electronics,2,30,60
588,588,12-04-2023,Female,36,Beauty,2,500,1000
589,589,17-03-2023,Male,36,Clothing,3,300,900
590,590,13-01-2023,Male,53,Electronics,4,25,100
591,591,24-01-2023,Female,46,Beauty,4,500,2000
592,592,06-05-2023,Male,35,Electronics,2,30,60
593,593,01-09-2023,Female,19,Electronics,2,300,600
594,594,09-11-2023,Female,18,Clothing,4,500,2000
595,595,07-02-2023,Female,64,Electronics,1,300,300
596,596,22-08-2023,Male,22,Beauty,4,300,1200
597,597,01-08-2023,Male,37,Beauty,4,30,120
598,598,19-11-2023,Female,28,Beauty,2,50,100
599,599,22-10-2023,Female,59,Beauty,2,500,1000
600,600,10-04-2023,Male,19,Clothing,1,30,30
601,601,23-12-2023,Female,20,Electronics,1,300,300
602,602,16-07-2023,Female,40,Clothing,3,30,90
603,603,11-09-2023,Female,29,Electronics,4,50,200
604,604,24-07-2023,Male,37,Electronics,2,500,1000
605,605,05-05-2023,Male,22,Electronics,1,50,50
606,606,17-03-2023,Male,54,Clothing,3,25,75
607,607,02-12-2023,Female,55,Electronics,3,500,1500
608,608,19-12-2023,Female,47,Clothing,2,50,100
609,609,03-01-2023,Female,26,Beauty,2,300,600
610,610,24-02-2023,Male,51,Beauty,3,500,1500
611,611,06-08-2023,Female,61,Electronics,1,500,500
612,612,23-04-2023,Female,52,Clothing,3,30,90
613,613,01-04-2023,Female,39,Beauty,4,300,1200
614,614,23-12-2023,Female,61,Clothing,4,25,100
615,615,23-09-2023,Male,41,Clothing,2,50,100
616,616,26-08-2023,Male,34,Electronics,1,30,30
617,617,26-01-2023,Female,27,Beauty,1,50,50
618,618,13-10-2023,Male,47,Electronics,4,25,100
619,619,08-05-2023,Male,63,Electronics,3,25,75
620,620,04-03-2023,Female,40,Beauty,2,500,1000
621,621,22-08-2023,Female,49,Beauty,3,25,75
622,622,10-03-2023,Male,34,Clothing,3,50,150
623,623,26-08-2023,Female,34,Beauty,3,300,900
624,624,08-12-2023,Male,31,Clothing,1,300,300
625,625,29-09-2023,Female,26,Clothing,4,500,2000
626,626,14-10-2023,Male,57,Clothing,1,50,50
627,627,01-11-2023,Female,19,Beauty,4,50,200
628,628,12-06-2023,Male,62,Electronics,2,25,50
629,629,15-08-2023,Male,42,Clothing,2,50,100
630,630,10-11-2023,Male,56,Electronics,3,30,90
631,631,16-09-2023,Female,26,Electronics,4,25,100
632,632,07-08-2023,Male,39,Beauty,4,30,120
633,633,08-10-2023,Male,60,Electronics,4,500,2000
634,634,17-08-2023,Female,63,Electronics,3,300,900
635,635,23-03-2023,Female,21,Beauty,3,500,1500
636,636,01-09-2023,Male,43,Clothing,2,300,600
637,637,19-08-2023,Male,46,Electronics,1,500,500
638,638,13-05-2023,Female,62,Beauty,4,50,200
639,639,07-05-2023,Female,51,Electronics,4,30,120
640,640,23-11-2023,Female,40,Electronics,1,300,300
641,641,22-05-2023,Female,54,Clothing,4,25,100
642,642,24-09-2023,Female,28,Electronics,3,30,90
643,643,06-09-2023,Male,23,Beauty,3,25,75
644,644,17-11-2023,Female,35,Electronics,4,30,120
645,645,03-05-2023,Male,38,Clothing,3,30,90
646,646,21-05-2023,Male,59,Clothing,3,500,1500
647,647,14-08-2023,Male,53,Beauty,4,300,1200
648,648,09-02-2023,Female,58,Clothing,2,300,600
649,649,01-01-2024,Male,55,Electronics,1,30,30
650,650,27-05-2023,Male,51,Clothing,3,50,150
651,651,01-05-2023,Female,34,Beauty,2,50,100
652,652,20-05-2023,Male,54,Clothing,3,25,75
653,653,21-06-2023,Male,42,Clothing,3,25,75
654,654,13-06-2023,Female,55,Clothing,1,500,500
655,655,04-10-2023,Male,29,Beauty,3,30,90
656,656,11-02-2023,Male,40,Clothing,1,25,25
657,657,12-03-2023,Male,59,Clothing,1,25,25
658,658,19-03-2023,Female,39,Electronics,1,30,30
659,659,29-04-2023,Female,38,Beauty,2,500,1000
660,660,16-07-2023,Female,44,Clothing,4,25,100
661,661,22-12-2023,Male,48,Beauty,2,500,1000
662,662,20-03-2023,Male,23,Clothing,4,300,1200
663,663,28-12-2023,Female,44,Clothing,4,500,2000
664,664,20-04-2023,Male,57,Clothing,1,50,50
665,665,02-02-2023,Male,51,Electronics,3,50,150
666,666,01-08-2023,Female,29,Electronics,1,500,500
667,667,28-07-2023,Female,62,Electronics,3,50,150
668,668,19-06-2023,Male,24,Beauty,4,300,1200
669,669,05-10-2023,Male,27,Beauty,1,30,30
670,670,27-08-2023,Male,62,Electronics,3,50,150
671,671,01-08-2023,Female,34,Beauty,2,50,100
672,672,01-02-2023,Female,43,Clothing,3,500,1500
673,673,16-04-2023,Female,38,Clothing,1,300,300
674,674,04-08-2023,Female,45,Clothing,2,30,60
675,675,19-07-2023,Male,63,Electronics,3,500,1500
676,676,27-10-2023,Female,19,Beauty,3,500,1500
677,677,23-12-2023,Female,60,Electronics,3,300,900
678,678,11-01-2023,Female,18,Beauty,3,30,90
679,679,22-10-2023,Female,53,Clothing,3,300,900
680,680,14-07-2023,Female,43,Electronics,2,30,60
681,681,02-09-2023,Male,46,Beauty,4,300,1200
682,682,04-01-2023,Male,38,Beauty,2,500,1000
683,683,30-06-2023,Female,28,Clothing,2,500,1000
684,684,02-06-2023,Male,57,Electronics,2,25,50
685,685,19-07-2023,Female,28,Electronics,4,50,200
686,686,03-08-2023,Female,53,Electronics,1,300,300
687,687,03-10-2023,Male,56,Clothing,4,25,100
688,688,07-10-2023,Male,57,Electronics,2,50,100
689,689,05-11-2023,Female,52,Clothing,3,300,900
690,690,23-04-2023,Female,51,Clothing,3,30,90
691,691,07-09-2023,Female,64,Clothing,2,50,100
692,692,23-04-2023,Male,41,Beauty,3,500,1500
693,693,20-05-2023,Female,39,Electronics,2,25,50
694,694,12-08-2023,Female,22,Electronics,3,50,150
695,695,06-09-2023,Female,50,Clothing,4,50,200
696,696,15-01-2023,Male,53,Clothing,1,500,500
697,697,19-07-2023,Female,64,Electronics,1,300,300
698,698,22-06-2023,Female,37,Clothing,4,30,120
699,699,09-12-2023,Male,36,Electronics,4,500,2000
700,700,14-12-2023,Female,52,Beauty,2,30,60
701,701,27-07-2023,Female,60,Clothing,2,300,600
702,702,26-03-2023,Male,34,Electronics,2,50,100
703,703,28-08-2023,Female,62,Clothing,3,30,90
704,704,07-03-2023,Male,60,Electronics,2,25,50
705,705,15-11-2023,Male,51,Electronics,4,25,100
706,706,01-10-2023,Female,26,Clothing,1,500,500
707,707,14-01-2023,Female,43,Beauty,3,300,900
708,708,21-07-2023,Female,19,Electronics,2,500,1000
709,709,31-10-2023,Female,26,Electronics,3,500,1500
710,710,16-10-2023,Male,26,Electronics,3,500,1500
711,711,06-12-2023,Female,57,Beauty,2,25,50
712,712,14-01-2023,Male,34,Beauty,3,25,75
713,713,12-02-2023,Female,18,Clothing,1,500,500
714,714,26-11-2023,Female,42,Beauty,4,25,100
715,715,08-08-2023,Female,60,Clothing,4,300,1200
716,716,11-03-2023,Male,57,Clothing,1,500,500
717,717,25-08-2023,Female,59,Beauty,3,25,75
718,718,04-04-2023,Female,42,Clothing,2,30,60
719,719,26-01-2023,Female,56,Beauty,3,500,1500
720,720,14-05-2023,Female,52,Clothing,1,500,500
721,721,14-07-2023,Male,20,Beauty,3,300,900
722,722,17-06-2023,Female,54,Beauty,4,50,200
723,723,19-04-2023,Male,61,Clothing,3,50,150
724,724,21-08-2023,Male,61,Electronics,1,300,300
725,725,17-06-2023,Male,47,Clothing,4,300,1200
726,726,22-06-2023,Male,55,Beauty,3,300,900
727,727,14-07-2023,Male,51,Electronics,3,50,150
728,728,23-05-2023,Male,29,Clothing,4,300,1200
729,729,04-08-2023,Female,36,Clothing,2,25,50
730,730,10-05-2023,Male,54,Clothing,4,500,2000
731,731,11-02-2023,Male,61,Electronics,2,500,1000
732,732,29-08-2023,Male,34,Beauty,1,30,30
733,733,10-01-2023,Female,27,Clothing,1,30,30
734,734,04-10-2023,Female,64,Clothing,4,500,2000
735,735,27-01-2023,Male,29,Clothing,4,25,100
736,736,29-06-2023,Female,33,Clothing,1,50,50
737,737,25-04-2023,Male,41,Clothing,2,50,100
738,738,29-11-2023,Male,36,Beauty,1,25,25
739,739,05-02-2023,Female,25,Beauty,4,50,200
740,740,30-11-2023,Male,48,Clothing,1,300,300
741,741,21-01-2023,Female,38,Electronics,4,500,2000
742,742,16-01-2023,Female,34,Beauty,4,500,2000
743,743,07-05-2023,Male,40,Electronics,1,25,25
744,744,13-04-2023,Male,54,Beauty,2,50,100
745,745,11-01-2023,Female,33,Clothing,3,30,90
746,746,15-11-2023,Male,23,Beauty,1,30,30
747,747,20-03-2023,Male,25,Clothing,3,50,150
748,748,03-05-2023,Male,42,Beauty,1,30,30
749,749,06-03-2023,Female,35,Clothing,3,25,75
750,750,31-08-2023,Female,42,Clothing,2,25,50
751,751,09-12-2023,Male,29,Clothing,2,50,100
752,752,28-02-2023,Female,32,Clothing,1,30,30
753,753,16-10-2023,Female,43,Electronics,4,25,100
754,754,22-04-2023,Female,58,Clothing,3,25,75
755,755,27-08-2023,Female,62,Electronics,4,300,1200
756,756,25-12-2023,Female,43,Electronics,4,300,1200
757,757,12-05-2023,Male,64,Clothing,4,25,100
758,758,08-07-2023,Male,49,Electronics,2,50,100
759,759,27-03-2023,Male,27,Beauty,1,500,500
760,760,07-11-2023,Female,33,Clothing,1,500,500
761,761,07-11-2023,Female,24,Electronics,2,25,50
762,762,28-02-2023,Male,34,Clothing,2,25,50
763,763,25-03-2023,Female,40,Clothing,1,25,25
764,764,09-06-2023,Male,43,Clothing,4,50,200
765,765,25-02-2023,Male,38,Electronics,3,300,900
766,766,24-10-2023,Male,39,Beauty,3,25,75
767,767,14-01-2023,Female,24,Beauty,3,25,75
768,768,09-06-2023,Female,31,Electronics,4,30,120
769,769,22-10-2023,Male,32,Clothing,1,50,50
770,770,13-12-2023,Male,24,Electronics,2,25,50
771,771,12-07-2023,Male,26,Electronics,1,30,30
772,772,23-07-2023,Male,25,Electronics,4,500,2000
773,773,12-04-2023,Female,40,Clothing,2,25,50
774,774,08-02-2023,Female,46,Electronics,4,25,100
775,775,31-10-2023,Male,35,Clothing,3,30,90
776,776,20-12-2023,Male,48,Electronics,3,50,150
777,777,18-11-2023,Female,47,Beauty,4,25,100
778,778,05-05-2023,Female,56,Electronics,2,500,1000
779,779,22-02-2023,Male,52,Electronics,2,25,50
780,780,23-12-2023,Male,35,Beauty,1,500,500
781,781,04-06-2023,Male,59,Clothing,3,300,900
782,782,17-12-2023,Female,56,Clothing,1,300,300
783,783,04-11-2023,Female,34,Electronics,1,500,500
784,784,03-03-2023,Female,31,Beauty,4,50,200
785,785,17-10-2023,Male,48,Clothing,4,25,100
786,786,22-01-2023,Male,41,Electronics,1,25,25
787,787,27-06-2023,Female,52,Beauty,3,300,900
788,788,30-09-2023,Female,61,Clothing,4,500,2000
789,789,08-08-2023,Male,62,Clothing,1,25,25
790,790,05-12-2023,Female,51,Beauty,1,25,25
791,791,09-07-2023,Female,20,Beauty,1,50,50
792,792,05-02-2023,Male,54,Beauty,1,30,30
793,793,17-09-2023,Female,60,Beauty,1,300,300
794,794,28-11-2023,Male,57,Electronics,1,300,300
795,795,24-06-2023,Male,43,Beauty,4,30,120
796,796,07-01-2023,Male,40,Clothing,3,25,75
797,797,04-08-2023,Male,61,Clothing,1,50,50
798,798,08-09-2023,Male,56,Electronics,2,50,100
799,799,24-02-2023,Male,32,Clothing,4,300,1200
800,800,10-08-2023,Male,21,Clothing,4,50,200
801,801,05-07-2023,Female,46,Beauty,1,30,30
802,802,22-11-2023,Male,39,Clothing,4,25,100
803,803,24-08-2023,Male,42,Electronics,1,30,30
804,804,29-12-2023,Female,30,Beauty,3,500,1500
805,805,20-03-2023,Female,35,Beauty,3,300,900
806,806,11-08-2023,Female,50,Electronics,4,50,200
807,807,01-04-2023,Male,33,Beauty,4,500,2000
808,808,25-09-2023,Female,62,Beauty,2,50,100
809,809,30-11-2023,Male,59,Electronics,4,25,100
810,810,19-05-2023,Male,61,Beauty,2,25,50
811,811,12-11-2023,Male,19,Electronics,3,25,75
812,812,03-10-2023,Male,52,Electronics,3,50,150
813,813,05-09-2023,Female,59,Clothing,1,500,500
814,814,27-08-2023,Female,51,Clothing,3,25,75
815,815,12-08-2023,Male,47,Beauty,2,500,1000
816,816,31-10-2023,Male,30,Beauty,4,50,200
817,817,18-05-2023,Male,30,Electronics,1,500,500
818,818,15-06-2023,Female,35,Beauty,2,50,100
819,819,06-05-2023,Male,49,Electronics,4,50,200
820,820,14-02-2023,Male,49,Electronics,1,300,300
821,821,23-05-2023,Female,52,Beauty,3,50,150
822,822,19-08-2023,Female,56,Electronics,2,50,100
823,823,05-05-2023,Male,63,Clothing,4,30,120
824,824,26-08-2023,Female,46,Beauty,1,25,25
825,825,19-10-2023,Female,46,Clothing,1,300,300
826,826,09-11-2023,Male,61,Beauty,3,300,900
827,827,09-12-2023,Female,33,Electronics,4,300,1200
828,828,14-07-2023,Male,61,Beauty,3,30,90
829,829,22-06-2023,Female,64,Clothing,3,50,150
830,830,15-01-2023,Male,27,Electronics,4,25,100
831,831,11-09-2023,Male,47,Beauty,4,500,2000
832,832,16-06-2023,Male,42,Beauty,4,50,200
833,833,04-04-2023,Female,56,Beauty,2,30,60
834,834,07-09-2023,Male,37,Clothing,4,50,200
835,835,19-04-2023,Female,22,Clothing,1,50,50
836,836,01-07-2023,Male,18,Beauty,3,30,90
837,837,13-05-2023,Male,47,Electronics,2,300,600
838,838,24-06-2023,Female,20,Electronics,4,300,1200
839,839,24-05-2023,Male,62,Clothing,2,25,50
840,840,02-11-2023,Male,31,Electronics,4,25,100
841,841,26-12-2023,Female,47,Clothing,2,300,600
842,842,22-05-2023,Male,21,Beauty,3,500,1500
843,843,12-10-2023,Male,35,Clothing,3,50,150
844,844,06-01-2023,Male,54,Clothing,1,500,500
845,845,22-09-2023,Male,42,Beauty,1,50,50
846,846,08-04-2023,Female,18,Electronics,4,300,1200
847,847,13-02-2023,Female,63,Clothing,3,25,75
848,848,04-05-2023,Male,32,Clothing,2,25,50
849,849,28-07-2023,Female,26,Beauty,2,500,1000
850,850,08-09-2023,Male,32,Electronics,2,25,50
851,851,12-10-2023,Female,41,Clothing,1,300,300
852,852,04-05-2023,Male,21,Beauty,2,500,1000
853,853,20-12-2023,Male,29,Clothing,1,50,50
854,854,01-09-2023,Male,54,Beauty,1,25,25
855,855,27-11-2023,Male,54,Electronics,4,30,120
856,856,31-12-2023,Male,60,Electronics,2,25,50
857,857,09-09-2023,Male,23,Electronics,2,50,100
858,858,18-08-2023,Female,56,Electronics,3,500,1500
859,859,09-01-2023,Male,63,Clothing,4,50,200
860,860,17-02-2023,Female,41,Clothing,3,30,90
861,861,31-05-2023,Male,28,Electronics,4,300,1200
862,862,24-04-2023,Female,30,Electronics,2,25,50
863,863,27-07-2023,Female,51,Electronics,1,500,500
864,864,21-12-2023,Female,42,Clothing,1,300,300
865,865,05-05-2023,Male,24,Electronics,1,50,50
866,866,06-06-2023,Male,21,Electronics,1,500,500
867,867,06-12-2023,Female,25,Electronics,1,300,300
868,868,25-10-2023,Male,37,Beauty,3,500,1500
869,869,08-07-2023,Female,46,Electronics,4,30,120
870,870,31-08-2023,Male,62,Beauty,2,30,60
871,871,11-10-2023,Female,63,Beauty,3,25,75
872,872,29-09-2023,Female,27,Electronics,4,25,100
873,873,26-06-2023,Male,60,Beauty,1,30,30
874,874,06-08-2023,Female,51,Electronics,4,500,2000
875,875,09-10-2023,Male,43,Clothing,4,30,120
876,876,19-06-2023,Female,58,Clothing,1,25,25
877,877,30-06-2023,Female,20,Clothing,1,30,30
878,878,26-12-2023,Male,23,Clothing,1,30,30
879,879,21-08-2023,Male,22,Beauty,2,500,1000
880,880,19-05-2023,Male,22,Electronics,1,300,300
881,881,06-06-2023,Female,64,Electronics,2,25,50
882,882,09-05-2023,Male,40,Electronics,1,500,500
883,883,29-04-2023,Female,26,Clothing,2,30,60
884,884,03-03-2023,Female,52,Clothing,4,30,120
885,885,09-04-2023,Male,37,Electronics,3,300,900
886,886,11-06-2023,Male,59,Clothing,4,25,100
887,887,03-03-2023,Female,52,Electronics,4,25,100
888,888,02-10-2023,Female,35,Electronics,1,50,50
889,889,20-12-2023,Male,34,Electronics,2,25,50
890,890,05-04-2023,Male,41,Electronics,3,300,900
891,891,09-04-2023,Male,20,Electronics,1,50,50
892,892,21-04-2023,Male,49,Electronics,1,50,50
893,893,05-09-2023,Male,52,Electronics,1,30,30
894,894,22-05-2023,Female,55,Clothing,4,30,120
895,895,29-10-2023,Female,30,Electronics,2,25,50
896,896,26-09-2023,Female,64,Electronics,2,50,100
897,897,02-11-2023,Female,42,Clothing,3,30,90
898,898,25-05-2023,Male,26,Clothing,2,300,600
899,899,21-02-2023,Male,21,Clothing,2,30,60
900,900,10-04-2023,Male,31,Electronics,1,30,30
901,901,01-06-2023,Female,54,Beauty,1,50,50
902,902,27-04-2023,Female,51,Beauty,4,50,200
903,903,04-07-2023,Male,28,Clothing,1,500,500
904,904,02-04-2023,Male,58,Beauty,1,300,300
905,905,04-06-2023,Female,20,Clothing,1,50,50
906,906,08-01-2023,Female,45,Electronics,1,25,25
907,907,29-12-2023,Male,46,Beauty,4,300,1200
908,908,01-10-2023,Male,26,Electronics,1,300,300
909,909,06-03-2023,Female,20,Beauty,3,50,150
910,910,21-05-2023,Male,42,Electronics,3,300,900
911,911,24-01-2023,Male,51,Beauty,3,50,150
912,912,28-01-2023,Male,29,Electronics,3,30,90
913,913,11-10-2023,Female,59,Electronics,1,500,500
914,914,30-05-2023,Female,26,Beauty,3,30,90
915,915,24-12-2023,Female,32,Electronics,1,50,50
916,916,06-03-2023,Female,57,Electronics,4,50,200
917,917,23-11-2023,Female,42,Electronics,3,30,90
918,918,09-09-2023,Female,22,Beauty,2,25,50
919,919,22-02-2023,Female,28,Beauty,3,25,75
920,920,07-01-2023,Male,51,Electronics,3,25,75
921,921,21-10-2023,Male,41,Electronics,1,50,50
922,922,26-05-2023,Male,32,Beauty,3,300,900
923,923,29-08-2023,Male,55,Beauty,2,50,100
924,924,03-09-2023,Male,25,Electronics,1,300,300
925,925,14-08-2023,Male,22,Electronics,1,30,30
926,926,24-06-2023,Male,43,Electronics,4,500,2000
927,927,05-04-2023,Female,35,Clothing,4,300,1200
928,928,27-01-2023,Female,23,Beauty,3,25,75
929,929,10-05-2023,Male,54,Clothing,4,50,200
930,930,02-09-2023,Male,30,Beauty,4,30,120
931,931,28-02-2023,Female,45,Beauty,4,25,100
932,932,03-02-2023,Male,22,Beauty,1,30,30
933,933,25-07-2023,Male,30,Beauty,1,500,500
934,934,09-09-2023,Female,34,Beauty,1,50,50
935,935,07-02-2023,Male,57,Beauty,4,50,200
936,936,23-10-2023,Female,62,Beauty,1,500,500
937,937,19-11-2023,Male,49,Clothing,4,50,200
938,938,18-12-2023,Female,46,Electronics,1,300,300
939,939,28-01-2023,Female,20,Electronics,1,30,30
940,940,19-03-2023,Female,57,Clothing,2,25,50
941,941,18-03-2023,Male,51,Clothing,3,500,1500
942,942,16-10-2023,Female,57,Clothing,4,300,1200
943,943,05-06-2023,Male,44,Clothing,2,25,50
944,944,13-02-2023,Male,30,Beauty,1,25,25
945,945,08-05-2023,Male,62,Electronics,4,500,2000
946,946,02-03-2023,Male,50,Beauty,1,300,300
947,947,13-10-2023,Female,23,Electronics,3,25,75
948,948,02-08-2023,Female,41,Electronics,2,25,50
949,949,07-11-2023,Male,36,Clothing,3,300,900
950,950,02-11-2023,Male,33,Beauty,2,50,100
951,951,13-11-2023,Female,57,Clothing,1,25,25
952,952,26-04-2023,Male,45,Beauty,3,30,90
953,953,25-09-2023,Female,50,Electronics,3,300,900
954,954,14-07-2023,Male,58,Clothing,1,25,25
955,955,19-08-2023,Male,30,Clothing,3,500,1500
956,956,15-08-2023,Female,60,Electronics,4,30,120
957,957,02-06-2023,Male,62,Electronics,2,25,50
958,958,29-10-2023,Female,42,Electronics,2,30,60
959,959,08-08-2023,Male,59,Clothing,2,30,60
960,960,06-06-2023,Male,53,Beauty,4,50,200
961,961,19-10-2023,Male,44,Clothing,2,30,60
962,962,14-11-2023,Female,55,Beauty,1,50,50
963,963,31-01-2023,Male,24,Clothing,3,300,900
964,964,09-11-2023,Male,22,Clothing,4,50,200
965,965,20-02-2023,Male,60,Electronics,2,500,1000
966,966,17-04-2023,Male,62,Beauty,1,25,25
967,967,17-11-2023,Female,48,Clothing,3,300,900
968,968,19-04-2023,Female,40,Clothing,3,300,900
969,969,16-05-2023,Male,59,Electronics,4,500,2000
970,970,05-12-2023,Female,27,Electronics,4,50,200
971,971,11-02-2023,Male,49,Beauty,4,25,100
972,972,22-03-2023,Male,60,Clothing,1,50,50
973,973,03-05-2023,Male,47,Beauty,1,30,30
974,974,30-03-2023,Female,56,Clothing,4,50,200
975,975,10-10-2023,Female,48,Beauty,2,300,600
976,976,08-02-2023,Female,35,Electronics,3,25,75
977,977,22-03-2023,Female,53,Clothing,3,50,150
978,978,02-01-2023,Female,19,Beauty,1,25,25
979,979,29-07-2023,Female,31,Electronics,3,25,75
980,980,19-08-2023,Female,30,Electronics,2,30,60
981,981,19-12-2023,Female,46,Beauty,3,30,90
982,982,01-11-2023,Female,29,Clothing,1,300,300
983,983,29-08-2023,Male,56,Clothing,1,500,500
984,984,30-05-2023,Female,19,Electronics,2,25,50
985,985,17-01-2023,Female,49,Clothing,2,500,1000
986,986,29-04-2023,Female,30,Clothing,3,300,900
987,987,28-05-2023,Female,63,Clothing,3,25,75
988,988,28-12-2023,Female,44,Electronics,1,25,25
989,989,25-05-2023,Female,58,Beauty,2,500,1000
990,990,26-12-2023,Female,34,Clothing,2,50,100
991,991,21-08-2023,Female,57,Electronics,2,30,60
992,992,06-02-2023,Female,48,Electronics,3,50,150
993,993,18-12-2023,Female,51,Beauty,2,500,1000
994,994,30-04-2023,Female,41,Clothing,1,30,30
995,995,16-05-2023,Male,62,Clothing,1,50,50
996,996,17-11-2023,Male,52,Beauty,3,30,90
997,997,29-10-2023,Female,23,Beauty,4,25,100
998,998,05-12-2023,Female,36,Electronics,3,50,150
999,999,12-04-2023,Male,47,Electronics,4,30,120
1004,1004,12-04-2023,Female,34,Electronics,2,50,100
